der Fels, der Felsen	rock (F~)	die Felsen	Auf den Felsen am Meer haben wir ein Picknick gemacht.		noun	[sound:e750acb3-ab23-5db9-a66f-6a2aea309389.mp3]
ertragen	to bear	erträgt; ertrug; hat ertragen	Sie erträgt die Schmerzen nicht mehr.		verb	[sound:1e4bc576-a1af-5ce7-8d8b-84ec30ce8a12.mp3]
detailliert	detailed (d~)		Ich hoffe, ich kann Ihnen bald detailliertere Angaben machen.		adj	[sound:090bb3f2-52ca-5fec-9a12-2280e50dc99a.mp3]
das Dunkel	darkness (short form)	no plural	Ich gehe nicht gern im Dunkeln nach Hause.	Im Norden der Stadt liegt der Zoo., Der Terrorismus fordert immer mehr zivile Opfer., In seiner Jugend genoss er eine strenge Erziehung., Sein Russisch konnte er wahrend eines Auslandsaufenthaltes in Moskau verbessern., Dirk ist Soldat in der Bundeswehr., Struppi hat bei Mollers ein neues Zuhause gefunden., Das Publikum applaudierte sehr lange., Die Arbeitslosigkeit ist in Brandenburg besonders hoch., Armut ist auch ein Problem von reichen Ländern., Die Bonbons schmecken wie die pure Chemie., Diese Pflanze braucht viel Licht und Pflege., Sei auf der Hut!, Der Bedarf an Fernsehgeraten ist gedeckt., Vor dieser Leistung habe ich grossen Respekt., Nach zwanzig Jahren in Deutschland hat er sein Turkisch schon fast verlernt., Rauchen gefährdet die Gesundheit., Die Opposition kritisiert das Vorgehen der Polizei gegen die Demonstranten., Die Situation erfordert viel Mut., Der Geschaftsfuhrer fliegt immer Business Class., In Zukunft werde ich weniger rauchen., Zum Theologiestudium gehort es, Griechisch zu lernen., Mathematik ist eine Hilfswissenschaft fur alle Naturwissenschaften., Ich hatte eine gluckliche Kindheit., Das Weltbild änderte sich in der Moderne grundlegend., Struppi hat bei Möllers ein neues Zuhause gefunden., Judith lernt Polnisch und Tschechisch., Kriege provozieren Hass und Gewalt., Zum Theologiestudium gehört es, Griechisch zu lernen., Matrosen fahren zur See., Armut ist auch ein Problem von reichen Landern., Das Weltbild anderte sich in der Moderne grundlegend., Sprayflaschen muss man vor großer Hitze schützen., Griechisch zu lernen., In der Mensa gibt es jeden Tag Fleisch., Zu Weihnachten lag leider kein Schnee., Es ist nicht alles Gold, Nach zwanzig Jahren in Deutschland hat er sein Türkisch schon fast verlernt., Die Warme entweicht durch schlecht isolierte Fenster., Beim Autofahren ist viel Vorsicht geboten., Sprayflaschen muss man vor grosser Hitze schutzen., Alles Gute und viel Gluck zum Geburtstag!, Helge ist für das Marketing in der Firma zuständig., Was kommt heute im Fernsehen?, Mein Dank ist dir gewiss., Er mochte ein Jahr lang im Ausland studieren., Italienisch ist eine romanische Sprache., Nach dem Sturz verlor sie das Bewusstsein., Die Jugend von heute ist sehr mit sich selber beschäftigt., Rauchen gefahrdet die Gesundheit., Mathematik ist eine Hilfswissenschaft für alle Naturwissenschaften., Ab nachsten Monat konnen wir neues Personal einstellen., Ullas Trauer war sehr groß., Die Stadt macht einen Wandel durch., Hast du Hunger?, Antina spricht ein wenig Japanisch., Die Butter steht im Kuhlschrank., Ullas Trauer war sehr gross., Das Vertrauen in die Sicherheit wurde nachhaltig gestört., Sie empfindet sehr viel Stolz fur ihre Kinder., Ihr Verhalten ist lobenswert., Ich freue mich uber die rege Teilnahme am Seminar., Im Fernsehen sieht man das Leid der Menschen in der dritten Welt., Im Osten geht die Sonne auf., Alles Gute und viel Glück zum Geburtstag!, Die Butter steht im Kühlschrank., Ein Jurist muss das BGB kennen., Ich lerne seit der 7. Klasse Franzosisch., Ich hatte eine glückliche Kindheit., Eine hohe Anzahl von Jugendlichen sieht pessimistisch in die Zukunft., Im Internet findest du bestimmt viele Informationen dazu., Das wirtschaftliche Wachstum lasst nach., Junge Eltern brauchen Ruhe und Erholung., erfährt viel über die Gegenwart., Es ist wichtig, Die Physik beschaftigt sich mit Vorgangen in der Natur., Blut ist rot., Der Geschäftsführer fliegt immer Business Class., Die Stasi war die Überwachungsinstanz der DDR., Die Wärme entweicht durch schlecht isolierte Fenster., Im Suden Deutschlands liegen die Alpen., Die Physik beschäftigt sich mit Vorgängen in der Natur., Mit dem neuen Computer habe ich nur Arger., Jeder Kaufmann kann das HGB auswendig., Der Vorschlag entbehrt jeder Vernunft., Alle Welt spricht Englisch., Nach dem Krieg begann die Rückkehr der Flüchtlinge., BSE kann auch auf den Menschen übertragen werden., Es ist wichtig, eine Vielfalt an Meinungen zu haben., Erwachsene brauchen ca. acht Stunden Schlaf pro Tag., Das Schweigen im Raum wurde unertraglich., Der Anfang des 2 1 . Jahrhunderts stand ganz im Zeichen des Terrors., Ab nächsten Monat können wir neues Personal einstellen., BSE kann auch auf den Menschen ubertragen werden., Vor dieser Leistung habe ich großen Respekt., Der Bedarf an Fernsehgeräten ist gedeckt., Mittwochs geht Steffi zum Tennis., Trinken wir auf eine erfolgreiche Zusammenarbeit!, Wer Geschichte lernt, erfährt viel über die Gegenwart., was glänzt., Wer Geschichte lernt, Der Tourismus ist in Österreich ein wichtiger Wirtschaftszweig., Es ist nicht alles Gold, was glänzt., Spanisch ist die momentan beliebteste Fremdsprache der Deutschen., Im Süden Deutschlands liegen die Alpen., eine Vielfalt an Meinungen zu haben., Er möchte ein Jahr lang im Ausland studieren., Sie empfindet sehr viel Stolz für ihre Kinder., Helge ist fur das Marketing in der Firma zustandig., Der Verkehr stand durch die Demonstranten eine Stunde lang still., Im Mittelalter starben viele Menschen an Seuchen., Das Schweigen im Raum wurde unerträglich., Das wirtschaftliche Wachstum lässt nach., Odol macht frischen Atem., Das Vertrauen in die Sicherheit wurde nachhaltig gestort., Zum Theologiestudium gehört es, Es gibt eine Fulle an Moglichkeiten., Klimawandel betrifft die ganze Menschheit., Zum Nachtisch nehmen wir noch ein Eis., Dieses Restaurant hat eine Vielzahl von Speisen im Angebot., Viele Menschen drückten durch Spenden ihre Solidarität mit den Opfern aus., Nach dem Krieg begann die Ruckkehr der Fluchtlinge., Sprichst du Chinesisch?, Ich lerne seit der 7. Klasse Französisch., Die Jugend von heute ist sehr mit sich selber beschaftigt., Hol doch bitte die Post herein., Pettersson genoss die Stille., Es ist nicht alles Gold, was glanzt., Mit Alkohol sollte man sich nicht ans Steuer setzen., Ich freue mich über die rege Teilnahme am Seminar., Es gibt eine Fülle an Möglichkeiten., Im Westen ist die Arbeitslosigkeit niedriger als im Osten., Der Handel mit China boomt., Viele Menschen druckten durch Spenden ihre Solidaritat mit den Opfern aus., Sein Russisch konnte er während eines Auslandsaufenthaltes in Moskau verbessern., Das Wasser ist zu kalt zum Baden., Der Tourismus ist in Osterreich ein wichtiger Wirtschaftszweig., Frederik hat in Deutsch eine Drei., Die Stasi war die Uberwachungsinstanz der DDR., Mit dem neuen Computer habe ich nur Ärger., Wer Geschichte lernt, erfahrt viel uber die Gegenwart.	noun	[sound:e5b255f1-5e8a-5e89-b29d-0c7883dddf0d.mp3]
chinesisch	Chinese		Zum Frauentag ging ich mit Cordula chinesisch essen.		adj	[sound:361c7dc0-2ae9-535a-a913-c2ad2687145d.mp3]
die Großstadt	large city/town	die Großstädte	Berlin ist eine Großstadt.		noun	[sound:bab03d13-153e-54d3-a7bd-cbcda2218614.mp3]
der Hügel	hill	die Hügel	Auf dem Hügel steht eine kleine Kirche.		noun	[sound:6879e63e-0ae0-550d-a938-f4cf41360458.mp3]
mechanisch	mechanical		Wir haben noch eine alte mechanische Schreibmaschine.		adj	[sound:f41d98a2-bc53-58d7-b6f4-d3e1e7a6ea57.mp3]
fließend	fluent		Frau Engelbert spricht fließend Französisch.		adj	[sound:2c56dd07-4fff-51f7-b242-354cba05e316.mp3]
gestehen	to confess	gesteht; gestand; hat gestanden	Er gesteht seinem Bruder die ganze Wahrheit.		verb	[sound:4adeb967-a1c4-5a5b-828e-476782a43594.mp3]
der Hang	slope, inclination	die Hänge	Das Auto stürzt den Hang hinunter.		noun	[sound:148020dc-3d5b-524d-a979-6b3e09b0abc7.mp3]
gleichwohl	nevertheless (g~)		Viele Menschen waren einverstanden. Gleichwohl gab es auch kritische Stimmen.		adv	[sound:1c81b231-27d1-5cab-9275-6f41508f43ec.mp3]
die Fülle	abundance	no plural	Es gibt eine Fülle an Möglichkeiten.	Im Norden der Stadt liegt der Zoo., Der Terrorismus fordert immer mehr zivile Opfer., In seiner Jugend genoss er eine strenge Erziehung., Sein Russisch konnte er wahrend eines Auslandsaufenthaltes in Moskau verbessern., Dirk ist Soldat in der Bundeswehr., Struppi hat bei Mollers ein neues Zuhause gefunden., Das Publikum applaudierte sehr lange., Die Arbeitslosigkeit ist in Brandenburg besonders hoch., Armut ist auch ein Problem von reichen Ländern., Die Bonbons schmecken wie die pure Chemie., Diese Pflanze braucht viel Licht und Pflege., Sei auf der Hut!, Der Bedarf an Fernsehgeraten ist gedeckt., Vor dieser Leistung habe ich grossen Respekt., Nach zwanzig Jahren in Deutschland hat er sein Turkisch schon fast verlernt., Rauchen gefährdet die Gesundheit., Die Opposition kritisiert das Vorgehen der Polizei gegen die Demonstranten., Die Situation erfordert viel Mut., Der Geschaftsfuhrer fliegt immer Business Class., In Zukunft werde ich weniger rauchen., Zum Theologiestudium gehort es, Griechisch zu lernen., Mathematik ist eine Hilfswissenschaft fur alle Naturwissenschaften., Ich hatte eine gluckliche Kindheit., Das Weltbild änderte sich in der Moderne grundlegend., Struppi hat bei Möllers ein neues Zuhause gefunden., Judith lernt Polnisch und Tschechisch., Kriege provozieren Hass und Gewalt., Zum Theologiestudium gehört es, Griechisch zu lernen., Matrosen fahren zur See., Armut ist auch ein Problem von reichen Landern., Das Weltbild anderte sich in der Moderne grundlegend., Sprayflaschen muss man vor großer Hitze schützen., Griechisch zu lernen., In der Mensa gibt es jeden Tag Fleisch., Zu Weihnachten lag leider kein Schnee., Es ist nicht alles Gold, Nach zwanzig Jahren in Deutschland hat er sein Türkisch schon fast verlernt., Die Warme entweicht durch schlecht isolierte Fenster., Beim Autofahren ist viel Vorsicht geboten., Sprayflaschen muss man vor grosser Hitze schutzen., Alles Gute und viel Gluck zum Geburtstag!, Helge ist für das Marketing in der Firma zuständig., Was kommt heute im Fernsehen?, Mein Dank ist dir gewiss., Er mochte ein Jahr lang im Ausland studieren., Italienisch ist eine romanische Sprache., Nach dem Sturz verlor sie das Bewusstsein., Die Jugend von heute ist sehr mit sich selber beschäftigt., Rauchen gefahrdet die Gesundheit., Mathematik ist eine Hilfswissenschaft für alle Naturwissenschaften., Ab nachsten Monat konnen wir neues Personal einstellen., Ullas Trauer war sehr groß., Die Stadt macht einen Wandel durch., Hast du Hunger?, Antina spricht ein wenig Japanisch., Die Butter steht im Kuhlschrank., Ullas Trauer war sehr gross., Das Vertrauen in die Sicherheit wurde nachhaltig gestört., Sie empfindet sehr viel Stolz fur ihre Kinder., Ihr Verhalten ist lobenswert., Ich freue mich uber die rege Teilnahme am Seminar., Im Fernsehen sieht man das Leid der Menschen in der dritten Welt., Im Osten geht die Sonne auf., Alles Gute und viel Glück zum Geburtstag!, Die Butter steht im Kühlschrank., Ein Jurist muss das BGB kennen., Ich lerne seit der 7. Klasse Franzosisch., Ich hatte eine glückliche Kindheit., Eine hohe Anzahl von Jugendlichen sieht pessimistisch in die Zukunft., Im Internet findest du bestimmt viele Informationen dazu., Das wirtschaftliche Wachstum lasst nach., Junge Eltern brauchen Ruhe und Erholung., erfährt viel über die Gegenwart., Es ist wichtig, Die Physik beschaftigt sich mit Vorgangen in der Natur., Blut ist rot., Der Geschäftsführer fliegt immer Business Class., Die Stasi war die Überwachungsinstanz der DDR., Die Wärme entweicht durch schlecht isolierte Fenster., Im Suden Deutschlands liegen die Alpen., Die Physik beschäftigt sich mit Vorgängen in der Natur., Mit dem neuen Computer habe ich nur Arger., Jeder Kaufmann kann das HGB auswendig., Der Vorschlag entbehrt jeder Vernunft., Alle Welt spricht Englisch., Nach dem Krieg begann die Rückkehr der Flüchtlinge., BSE kann auch auf den Menschen übertragen werden., Es ist wichtig, eine Vielfalt an Meinungen zu haben., Erwachsene brauchen ca. acht Stunden Schlaf pro Tag., Das Schweigen im Raum wurde unertraglich., Der Anfang des 2 1 . Jahrhunderts stand ganz im Zeichen des Terrors., Ab nächsten Monat können wir neues Personal einstellen., BSE kann auch auf den Menschen ubertragen werden., Vor dieser Leistung habe ich großen Respekt., Der Bedarf an Fernsehgeräten ist gedeckt., Mittwochs geht Steffi zum Tennis., Trinken wir auf eine erfolgreiche Zusammenarbeit!, Wer Geschichte lernt, erfährt viel über die Gegenwart., was glänzt., Wer Geschichte lernt, Der Tourismus ist in Österreich ein wichtiger Wirtschaftszweig., Es ist nicht alles Gold, was glänzt., Spanisch ist die momentan beliebteste Fremdsprache der Deutschen., Im Süden Deutschlands liegen die Alpen., eine Vielfalt an Meinungen zu haben., Er möchte ein Jahr lang im Ausland studieren., Sie empfindet sehr viel Stolz für ihre Kinder., Helge ist fur das Marketing in der Firma zustandig., Der Verkehr stand durch die Demonstranten eine Stunde lang still., Im Mittelalter starben viele Menschen an Seuchen., Das Schweigen im Raum wurde unerträglich., Das wirtschaftliche Wachstum lässt nach., Odol macht frischen Atem., Das Vertrauen in die Sicherheit wurde nachhaltig gestort., Zum Theologiestudium gehört es, Klimawandel betrifft die ganze Menschheit., Zum Nachtisch nehmen wir noch ein Eis., Dieses Restaurant hat eine Vielzahl von Speisen im Angebot., Viele Menschen drückten durch Spenden ihre Solidarität mit den Opfern aus., Nach dem Krieg begann die Ruckkehr der Fluchtlinge., Sprichst du Chinesisch?, Ich lerne seit der 7. Klasse Französisch., Die Jugend von heute ist sehr mit sich selber beschaftigt., Ich gehe nicht gern im Dunkeln nach Hause., Hol doch bitte die Post herein., Pettersson genoss die Stille., Es ist nicht alles Gold, was glanzt., Mit Alkohol sollte man sich nicht ans Steuer setzen., Ich freue mich über die rege Teilnahme am Seminar., Im Westen ist die Arbeitslosigkeit niedriger als im Osten., Der Handel mit China boomt., Viele Menschen druckten durch Spenden ihre Solidaritat mit den Opfern aus., Sein Russisch konnte er während eines Auslandsaufenthaltes in Moskau verbessern., Das Wasser ist zu kalt zum Baden., Der Tourismus ist in Osterreich ein wichtiger Wirtschaftszweig., Frederik hat in Deutsch eine Drei., Die Stasi war die Uberwachungsinstanz der DDR., Mit dem neuen Computer habe ich nur Ärger., Wer Geschichte lernt, erfahrt viel uber die Gegenwart.	noun	[sound:d893caff-509b-58fb-a631-2cd889253208.mp3]
kostenlos	free (of charge)		Bei Fragen können Sie diese kostenlose Telefonnummer anrufen.		adj	[sound:7f29e27a-d8c7-54a0-a06d-bee9b16e1af9.mp3]
das Gebirge	mountains, mountain range	die Gebirge	Letzten Sommer fuhren wir ins Gebirge.		noun	[sound:863cc4ae-e708-510e-a936-097b8075f402.mp3]
die Flüssigkeit	liquid	die Flüssigkeiten	Man sollte täglich mehrere Liter Flüssigkeit zu sich nehmen.	Heisses Wachs ist flussig., Heißes Wachs ist flüssig.	noun	[sound:f456cf0c-b7d7-558e-aff6-7fc1f5420380.mp3]
lauter	nothing but, just		Es gibt in dieser Stadt lauter tolle Dinge zu entdecken.		adv	[sound:00d76aa9-e02b-5617-8f2a-b94c965c28a3.mp3]
löschen	to put out, delete (l~)	löscht; löschte; hat gelöscht	Um Mittemacht war der Brand endgültig gelöscht.		verb	[sound:6907226d-860f-50de-8df2-bdef9a1a81f3.mp3]
das Gras	grass	die Gräser	Das Gras ist grün.		noun	[sound:c1e97980-73ce-5306-b023-9f807b365cbb.mp3]
männlich	male		Wie nennt man ein männliches Pferd?		adj	[sound:407dfde2-083d-5e4e-af34-266fad7ef392.mp3]
das Geschäftsjahr	financial year	die Geschäftsjahre	Das Geschäftsjahr 2004 war ein erfolgreiches Jahr.		noun	[sound:b809198c-c908-5fd6-a004-fae28c6a1c52.mp3]
herkömmlich	conventional (h~)		Herkömmliche Tests weisen oft Mängel auf.		adj	[sound:e52c38e2-1b20-57ce-8041-68522c8e99c2.mp3]
der Ingenieur	engineer	die Ingenieure	Falks Vater ist Ingenieur.		noun	[sound:4a602928-56f7-5495-9f61-4485888ce449.mp3]
konfrontieren	to confront	konfrontiert; konfrontierte; hat konfrontiert	Die Eltern wollten ihn nie mit der Realität konfrontieren.		verb	[sound:d7163f7f-39a5-5b5d-a3f6-5d03d0ee73c4.mp3]
hinzu	in addition (h~)		Hinzu kommt, dass sie krank geworden ist.		adv	[sound:25a7fe3c-0408-5f4c-befb-0177a9eb99a8.mp3]
das Fräulein	young lady, miss	die Fräulein	Guten Tag, Fräulein Müller!		noun	[sound:729bf2a0-01cd-5787-9625-464807b7fad4.mp3]
der Kongress	congress, convention	die Kongresse	Der Kongress findet auf der Neuen Messe statt.		noun	[sound:c2af5fe5-3882-50db-9696-fe887d53c907.mp3]
der Friedhof	cemetery		Der Friedhof liegt im Osten der Stadt.		noun	[sound:dbd42a07-faec-5eae-951a-38b12bc8114b.mp3]
die Front	front	die Fronten	Die Front des Hauses wird restauriert.		noun	[sound:d3982eb6-5360-5a31-8f38-a7424c387860.mp3]
infizieren	to infect	infiziert; infizierte; hat infiziert	In Afrika infizieren sich immer mehr Menschen mit Aids.		verb	[sound:81c10aec-97b8-53a7-9f5b-23681bf17f62.mp3]
medial	by the media		Der Informationsaustausch findet auf medialem Weg statt.		adj	[sound:7a2d5b5f-1dd2-532b-828e-3a454bf9c042.mp3]
strahlen	to beam, shine	strahlt; strahlte; hat gestrahlt	Die Sonne strahlt vom Himmel.		verb	[sound:d4e20b3c-4937-57ac-b56d-57c64c24942d.mp3]
oftmals	often (long form)		Oftmals wurde Dominique gefragt, ob er Mädchen oder Junge sei.		adv	[sound:2cb35b61-8026-58bb-8b4d-ef14eb6c3be7.mp3]
die Orientierung	orientation (O~)	die Orientierungen	In großen Städten verliere ich leicht die Orientierung.		noun	[sound:f7684a93-b3b9-58e3-97c9-c10da9564e09.mp3]
schweben	to float, hover, be in the balance	schwebt; schwebte; ist geschwebt	Die Feder schwebt zu Boden.		verb	[sound:622cbc05-fa41-51d9-89b4-74be5c061b73.mp3]
der Stolz	pride	no plural	Sie empfindet sehr viel Stolz für ihre Kinder.	Im Norden der Stadt liegt der Zoo., Der Terrorismus fordert immer mehr zivile Opfer., In seiner Jugend genoss er eine strenge Erziehung., Sein Russisch konnte er wahrend eines Auslandsaufenthaltes in Moskau verbessern., Dirk ist Soldat in der Bundeswehr., Struppi hat bei Mollers ein neues Zuhause gefunden., Das Publikum applaudierte sehr lange., Die Arbeitslosigkeit ist in Brandenburg besonders hoch., Armut ist auch ein Problem von reichen Ländern., Die Bonbons schmecken wie die pure Chemie., Diese Pflanze braucht viel Licht und Pflege., Sei auf der Hut!, Der Bedarf an Fernsehgeraten ist gedeckt., Vor dieser Leistung habe ich grossen Respekt., Nach zwanzig Jahren in Deutschland hat er sein Turkisch schon fast verlernt., Rauchen gefährdet die Gesundheit., Die Opposition kritisiert das Vorgehen der Polizei gegen die Demonstranten., Die Situation erfordert viel Mut., Der Geschaftsfuhrer fliegt immer Business Class., In Zukunft werde ich weniger rauchen., Zum Theologiestudium gehort es, Griechisch zu lernen., Mathematik ist eine Hilfswissenschaft fur alle Naturwissenschaften., Ich hatte eine gluckliche Kindheit., Das Weltbild änderte sich in der Moderne grundlegend., Struppi hat bei Möllers ein neues Zuhause gefunden., Judith lernt Polnisch und Tschechisch., Kriege provozieren Hass und Gewalt., Zum Theologiestudium gehört es, Griechisch zu lernen., Matrosen fahren zur See., Armut ist auch ein Problem von reichen Landern., Das Weltbild anderte sich in der Moderne grundlegend., Sprayflaschen muss man vor großer Hitze schützen., Griechisch zu lernen., In der Mensa gibt es jeden Tag Fleisch., Zu Weihnachten lag leider kein Schnee., Es ist nicht alles Gold, Nach zwanzig Jahren in Deutschland hat er sein Türkisch schon fast verlernt., Beim Autofahren ist viel Vorsicht geboten., Sprayflaschen muss man vor grosser Hitze schutzen., Alles Gute und viel Gluck zum Geburtstag!, Helge ist für das Marketing in der Firma zuständig., Was kommt heute im Fernsehen?, Mein Dank ist dir gewiss., Er mochte ein Jahr lang im Ausland studieren., Italienisch ist eine romanische Sprache., Nach dem Sturz verlor sie das Bewusstsein., Die Jugend von heute ist sehr mit sich selber beschäftigt., Rauchen gefahrdet die Gesundheit., Mathematik ist eine Hilfswissenschaft für alle Naturwissenschaften., Ab nachsten Monat konnen wir neues Personal einstellen., Ullas Trauer war sehr groß., Hast du Hunger?, Antina spricht ein wenig Japanisch., Die Butter steht im Kuhlschrank., Ullas Trauer war sehr gross., Das Vertrauen in die Sicherheit wurde nachhaltig gestört., Die Warme entweicht durch schlecht isolierte Fenster., Ihr Verhalten ist lobenswert., Ich freue mich uber die rege Teilnahme am Seminar., Im Fernsehen sieht man das Leid der Menschen in der dritten Welt., Im Osten geht die Sonne auf., Alles Gute und viel Glück zum Geburtstag!, Die Butter steht im Kühlschrank., Ein Jurist muss das BGB kennen., Ich lerne seit der 7. Klasse Franzosisch., Ich hatte eine glückliche Kindheit., Eine hohe Anzahl von Jugendlichen sieht pessimistisch in die Zukunft., Im Internet findest du bestimmt viele Informationen dazu., Das wirtschaftliche Wachstum lasst nach., Junge Eltern brauchen Ruhe und Erholung., erfährt viel über die Gegenwart., Es ist wichtig, Die Physik beschaftigt sich mit Vorgangen in der Natur., Blut ist rot., Der Geschäftsführer fliegt immer Business Class., Die Stasi war die Überwachungsinstanz der DDR., Die Wärme entweicht durch schlecht isolierte Fenster., Im Suden Deutschlands liegen die Alpen., Die Physik beschäftigt sich mit Vorgängen in der Natur., Mit dem neuen Computer habe ich nur Arger., Jeder Kaufmann kann das HGB auswendig., Der Vorschlag entbehrt jeder Vernunft., Alle Welt spricht Englisch., Nach dem Krieg begann die Rückkehr der Flüchtlinge., BSE kann auch auf den Menschen übertragen werden., Es ist wichtig, eine Vielfalt an Meinungen zu haben., Erwachsene brauchen ca. acht Stunden Schlaf pro Tag., Das Schweigen im Raum wurde unertraglich., Der Anfang des 2 1 . Jahrhunderts stand ganz im Zeichen des Terrors., Ab nächsten Monat können wir neues Personal einstellen., BSE kann auch auf den Menschen ubertragen werden., Vor dieser Leistung habe ich großen Respekt., Der Bedarf an Fernsehgeräten ist gedeckt., Mittwochs geht Steffi zum Tennis., Trinken wir auf eine erfolgreiche Zusammenarbeit!, Wer Geschichte lernt, erfährt viel über die Gegenwart., was glänzt., Wer Geschichte lernt, Der Tourismus ist in Österreich ein wichtiger Wirtschaftszweig., Es ist nicht alles Gold, was glänzt., Spanisch ist die momentan beliebteste Fremdsprache der Deutschen., Im Süden Deutschlands liegen die Alpen., eine Vielfalt an Meinungen zu haben., Er möchte ein Jahr lang im Ausland studieren., Die Stadt macht einen Wandel durch., Helge ist fur das Marketing in der Firma zustandig., Der Verkehr stand durch die Demonstranten eine Stunde lang still., Im Mittelalter starben viele Menschen an Seuchen., Das Schweigen im Raum wurde unerträglich., Das wirtschaftliche Wachstum lässt nach., Odol macht frischen Atem., Das Vertrauen in die Sicherheit wurde nachhaltig gestort., Zum Theologiestudium gehört es, Es gibt eine Fulle an Moglichkeiten., Klimawandel betrifft die ganze Menschheit., Zum Nachtisch nehmen wir noch ein Eis., Dieses Restaurant hat eine Vielzahl von Speisen im Angebot., Viele Menschen drückten durch Spenden ihre Solidarität mit den Opfern aus., Nach dem Krieg begann die Ruckkehr der Fluchtlinge., Sprichst du Chinesisch?, Ich lerne seit der 7. Klasse Französisch., Die Jugend von heute ist sehr mit sich selber beschaftigt., Ich gehe nicht gern im Dunkeln nach Hause., Hol doch bitte die Post herein., Pettersson genoss die Stille., Es ist nicht alles Gold, was glanzt., Mit Alkohol sollte man sich nicht ans Steuer setzen., Ich freue mich über die rege Teilnahme am Seminar., Es gibt eine Fülle an Möglichkeiten., Im Westen ist die Arbeitslosigkeit niedriger als im Osten., Der Handel mit China boomt., Viele Menschen druckten durch Spenden ihre Solidaritat mit den Opfern aus., Sein Russisch konnte er während eines Auslandsaufenthaltes in Moskau verbessern., Das Wasser ist zu kalt zum Baden., Der Tourismus ist in Osterreich ein wichtiger Wirtschaftszweig., Frederik hat in Deutsch eine Drei., Die Stasi war die Uberwachungsinstanz der DDR., Mit dem neuen Computer habe ich nur Ärger., Wer Geschichte lernt, erfahrt viel uber die Gegenwart.	noun	[sound:0cc0a2aa-1165-5232-83b0-cd2ef452a9e7.mp3]
samt	together with, along with, including (not zusammen)		Im Saal war die ganze Jahrgangsstufe samt Lehrern vertreten.		prep	[sound:66674250-049e-56bc-bd71-7fa79b1ab0dd.mp3]
physisch	"physical (not 'physikalisch')"		Meine physische Verfassung ist zur Zeit nicht die stabilste.		adj	[sound:b914a44b-fab7-571f-9618-479bcb703290.mp3]
sogleich	immediately (sog~)		Faust fand sogleich Argumente, um Gretchen zu überzeugen.		adv	[sound:579f746e-8947-5837-b14d-184019632c00.mp3]
siebzehn	seventeen		Er ist erst siebzehn Jahre alt.		num	[sound:d6622f96-757d-5e3a-b014-85bf4ac2cea6.mp3]
polnisch	Polish		Zbigniew ist polnischer Staatsbürger.		adj	[sound:9dd91fca-5baf-5a05-bcd3-7b7e4e534189.mp3]
präzise	precise		Bitte machen Sie Ihre Angaben so präzise wie möglich!		adj	[sound:e927f429-6d88-5e97-b580-899235011ae1.mp3]
